0.016667 0.016667 0.016666
0.016667 0.050000 0.016483
0.016667 0.083333 0.016120
0.016667 0.116667 0.015580
0.016667 0.150000 0.014870
0.016667 0.183333 0.013996
0.016667 0.216667 0.012969
0.016667 0.250000 0.011801
0.016667 0.283333 0.010502
0.016667 0.316667 0.009089
0.016667 0.350000 0.007576
0.016667 0.383333 0.005981
0.016667 0.416667 0.004319
0.016667 0.450000 0.002611
0.016667 0.483333 0.000873
0.050000 0.016667 0.047778
0.050000 0.050000 0.047254
0.050000 0.083333 0.046213
0.050000 0.116667 0.044665
0.050000 0.150000 0.042629
0.050000 0.183333 0.040125
0.050000 0.216667 0.037181
0.050000 0.250000 0.033830
0.050000 0.283333 0.030109
0.050000 0.316667 0.026057
0.050000 0.350000 0.021720
0.050000 0.383333 0.017146
0.050000 0.416667 0.012383
0.050000 0.450000 0.007484
0.050000 0.483333 0.002504
0.083333 0.016667 0.076670
0.083333 0.050000 0.075830
0.083333 0.083333 0.074159
0.083333 0.116667 0.071676
0.083333 0.150000 0.068407
0.083333 0.183333 0.064389
0.083333 0.216667 0.059666
0.083333 0.250000 0.054288
0.083333 0.283333 0.048316
0.083333 0.316667 0.041815
0.083333 0.350000 0.034855
0.083333 0.383333 0.027514
0.083333 0.416667 0.019871
0.083333 0.450000 0.012010
0.083333 0.483333 0.004018
0.116667 0.016667 0.103342
0.116667 0.050000 0.102210
0.116667 0.083333 0.099958
0.116667 0.116667 0.096611
0.116667 0.150000 0.092205
0.116667 0.183333 0.086789
0.116667 0.216667 0.080422
0.116667 0.250000 0.073175
0.116667 0.283333 0.065125
0.116667 0.316667 0.056362
0.116667 0.350000 0.046981
0.116667 0.383333 0.037086
0.116667 0.416667 0.026784
0.116667 0.450000 0.016189
0.116667 0.483333 0.005416
0.150000 0.016667 0.127794
0.150000 0.050000 0.126394
0.150000 0.083333 0.123609
0.150000 0.116667 0.119470
0.150000 0.150000 0.114022
0.150000 0.183333 0.107325
0.150000 0.216667 0.099451
0.150000 0.250000 0.090489
0.150000 0.283333 0.080534
0.150000 0.316667 0.069698
0.150000 0.350000 0.058097
0.150000 0.383333 0.045861
0.150000 0.416667 0.033121
0.150000 0.450000 0.020019
0.150000 0.483333 0.006697
0.183333 0.016667 0.150026
0.183333 0.050000 0.148382
0.183333 0.083333 0.145113
0.183333 0.116667 0.140254
0.183333 0.150000 0.133858
0.183333 0.183333 0.125995
0.183333 0.216667 0.116753
0.183333 0.250000 0.106231
0.183333 0.283333 0.094545
0.183333 0.316667 0.081823
0.183333 0.350000 0.068204
0.183333 0.383333 0.053839
0.183333 0.416667 0.038883
0.183333 0.450000 0.023502
0.183333 0.483333 0.007863
0.216667 0.016667 0.170037
0.216667 0.050000 0.168174
0.216667 0.083333 0.164469
0.216667 0.116667 0.158961
0.216667 0.150000 0.151712
0.216667 0.183333 0.142801
0.216667 0.216667 0.132325
0.216667 0.250000 0.120400
0.216667 0.283333 0.107155
0.216667 0.316667 0.092737
0.216667 0.350000 0.077302
0.216667 0.383333 0.061020
0.216667 0.416667 0.044070
0.216667 0.450000 0.026636
0.216667 0.483333 0.008911
0.250000 0.016667 0.187827
0.250000 0.050000 0.185769
0.250000 0.083333 0.181676
0.250000 0.116667 0.175592
0.250000 0.150000 0.167585
0.250000 0.183333 0.157742
0.250000 0.216667 0.146170
0.250000 0.250000 0.132997
0.250000 0.283333 0.118367
0.250000 0.316667 0.102439
0.250000 0.350000 0.085390
0.250000 0.383333 0.067404
0.250000 0.416667 0.048681
0.250000 0.450000 0.029423
0.250000 0.483333 0.009844
0.283333 0.016667 0.203396
0.283333 0.050000 0.201167
0.283333 0.083333 0.196735
0.283333 0.116667 0.190147
0.283333 0.150000 0.181476
0.283333 0.183333 0.170817
0.283333 0.216667 0.158286
0.283333 0.250000 0.144021
0.283333 0.283333 0.128178
0.283333 0.316667 0.110931
0.283333 0.350000 0.092468
0.283333 0.383333 0.072992
0.283333 0.416667 0.052716
0.283333 0.450000 0.031862
0.283333 0.483333 0.010660
0.316667 0.016667 0.216743
0.316667 0.050000 0.214369
0.316667 0.083333 0.209646
0.316667 0.116667 0.202626
0.316667 0.150000 0.193386
0.316667 0.183333 0.182027
0.316667 0.216667 0.168674
0.316667 0.250000 0.153473
0.316667 0.283333 0.136590
0.316667 0.316667 0.118211
