0.025000 0.025000 -nan
0.025000 0.075000 -nan
0.025000 0.125000 -nan
0.025000 0.175000 -nan
0.025000 0.225000 -nan
0.025000 0.275000 -nan
0.025000 0.325000 -nan
0.025000 0.375000 -nan
0.025000 0.425000 -nan
0.025000 0.475000 -nan
0.025000 0.525000 -nan
0.025000 0.575000 -nan
0.025000 0.625000 -nan
0.025000 0.675000 -nan
0.025000 0.725000 -nan
0.025000 0.775000 -nan
0.025000 0.825000 -nan
0.025000 0.875000 -nan
0.025000 0.925000 -nan
0.025000 0.975000 -nan
0.075000 0.025000 -nan
0.075000 0.075000 -nan
0.075000 0.125000 -nan
0.075000 0.175000 -nan
0.075000 0.225000 -nan
0.075000 0.275000 -nan
0.075000 0.325000 -nan
0.075000 0.375000 -nan
0.075000 0.425000 -nan
0.075000 0.475000 -nan
0.075000 0.525000 -nan
0.075000 0.575000 -nan
0.075000 0.625000 -nan
0.075000 0.675000 -nan
0.075000 0.725000 -nan
0.075000 0.775000 -nan
0.075000 0.825000 -nan
0.075000 0.875000 -nan
0.075000 0.925000 -nan
0.075000 0.975000 -nan
0.125000 0.025000 -nan
0.125000 0.075000 -nan
0.125000 0.125000 -nan
0.125000 0.175000 -nan
0.125000 0.225000 -nan
0.125000 0.275000 -nan
0.125000 0.325000 -nan
0.125000 0.375000 -nan
0.125000 0.425000 -nan
0.125000 0.475000 -nan
0.125000 0.525000 -nan
0.125000 0.575000 -nan
0.125000 0.625000 -nan
0.125000 0.675000 -nan
0.125000 0.725000 -nan
0.125000 0.775000 -nan
0.125000 0.825000 -nan
0.125000 0.875000 -nan
0.125000 0.925000 -nan
0.125000 0.975000 -nan
0.175000 0.025000 -nan
0.175000 0.075000 -nan
0.175000 0.125000 -nan
0.175000 0.175000 -nan
0.175000 0.225000 -nan
0.175000 0.275000 -nan
0.175000 0.325000 -nan
0.175000 0.375000 -nan
0.175000 0.425000 -nan
0.175000 0.475000 -nan
0.175000 0.525000 -nan
0.175000 0.575000 -nan
0.175000 0.625000 -nan
0.175000 0.675000 -nan
0.175000 0.725000 -nan
0.175000 0.775000 -nan
0.175000 0.825000 -nan
0.175000 0.875000 -nan
0.175000 0.925000 -nan
0.175000 0.975000 -nan
0.225000 0.025000 -nan
0.225000 0.075000 -nan
0.225000 0.125000 -nan
0.225000 0.175000 -nan
0.225000 0.225000 -nan
0.225000 0.275000 -nan
0.225000 0.325000 -nan
0.225000 0.375000 -nan
0.225000 0.425000 -nan
0.225000 0.475000 -nan
0.225000 0.525000 -nan
0.225000 0.575000 -nan
0.225000 0.625000 -nan
0.225000 0.675000 -nan
0.225000 0.725000 -nan
0.225000 0.775000 -nan
0.225000 0.825000 -nan
0.225000 0.875000 -nan
0.225000 0.925000 -nan
0.225000 0.975000 -nan
0.275000 0.025000 -nan
0.275000 0.075000 -nan
0.275000 0.125000 -nan
0.275000 0.175000 -nan
0.275000 0.225000 -nan
0.275000 0.275000 -nan
0.275000 0.325000 -nan
0.275000 0.375000 -nan
0.275000 0.425000 -nan
0.275000 0.475000 -nan
0.275000 0.525000 -nan
0.275000 0.575000 -nan
0.275000 0.625000 -nan
0.275000 0.675000 -nan
0.275000 0.725000 -nan
0.275000 0.775000 -nan
0.275000 0.825000 -nan
0.275000 0.875000 -nan
0.275000 0.925000 -nan
0.275000 0.975000 -nan
0.325000 0.025000 -nan
0.325000 0.075000 -nan
0.325000 0.125000 -nan
0.325000 0.175000 -nan
0.325000 0.225000 -nan
0.325000 0.275000 -nan
0.325000 0.325000 -nan
0.325000 0.375000 -nan
0.325000 0.425000 -nan
0.325000 0.475000 -nan
0.325000 0.525000 -nan
0.325000 0.575000 -nan
0.325000 0.625000 -nan
0.325000 0.675000 -nan
0.325000 0.725000 -nan
0.325000 0.775000 -nan
0.325000 0.825000 -nan
0.325000 0.875000 -nan
0.325000 0.925000 -nan
0.325000 0.975000 -nan
0.375000 0.025000 -nan
0.375000 0.075000 -nan
0.375000 0.125000 -nan
0.375000 0.175000 -nan
0.375000 0.225000 -nan
0.375000 0.275000 -nan
0.375000 0.325000 -nan
0.375000 0.375000 -nan
0.375000 0.425000 -nan
0.375000 0.475000 -nan
0.375000 0.525000 -nan
0.375000 0.575000 -nan
0.375000 0.625000 -nan
0.375000 0.675000 -nan
0.375000 0.725000 -nan
0.375000 0.775000 -nan
0.375000 0.825000 -nan
0.375000 0.875000 -nan
0.375000 0.925000 -nan
0.375000 0.975000 -nan
0.425000 0.025000 -nan
0.425000 0.075000 -nan
0.425000 0.125000 -nan
0.425000 0.175000 -nan
0.425000 0.225000 -nan
0.425000 0.275000 -nan
0.425000 0.325000 -nan
0.425000 0.375000 -nan
0.425000 0.425000 -nan
0.425000 0.475000 -nan
0.425000 0.525000 -nan
0.425000 0.575000 -nan
0.425000 0.625000 -nan
0.425000 0.675000 -nan
0.425000 0.725000 -nan
0.425000 0.775000 -nan
0.425000 0.825000 -nan
0.425000 0.875000 -nan
0.425000 0.925000 -nan
0.425000 0.975000 -nan
0.475000 0.025000 -nan
0.475000 0.075000 -nan
0.475000 0.125000 -nan
0.475000 0.175000 -nan
0.475000 0.225000 -nan
0.475000 0.275000 -nan
0.475000 0.325000 -nan
0.475000 0.375000 -nan
0.475000 0.425000 -nan
0.475000 0.475000 -nan
0.475000 0.525000 -nan
0.475000 0.575000 -nan
0.475000 0.625000 -nan
0.475000 0.675000 -nan
0.475000 0.725000 -nan
0.475000 0.775000 -nan
0.475000 0.825000 -nan
0.475000 0.875000 -nan
0.475000 0.925000 -nan
0.475000 0.975000 -nan
0.525000 0.025000 -nan
0.525000 0.075000 -nan
0.525000 0.125000 -nan
0.525000 0.175000 -nan
0.525000 0.225000 -nan
0.525000 0.275000 -nan
0.525000 0.325000 -nan
0.525000 0.375000 -nan
0.525000 0.425000 -nan
0.525000 0.475000 -nan
0.525000 0.525000 -nan
0.525000 0.575000 -nan
0.525000 0.625000 -nan
0.525000 0.675000 -nan
0.525000 0.725000 -nan
0.525000 0.775000 -nan
0.525000 0.825000 -nan
0.525000 0.875000 -nan
0.525000 0.925000 -nan
0.525000 0.975000 -nan
0.575000 0.025000 -nan
0.575000 0.075000 -nan
0.575000 0.125000 -nan
0.575000 0.175000 -nan
0.575000 0.225000 -nan
0.575000 0.275000 -nan
0.575000 0.325000 -nan
0.575000 0.375000 -nan
0.575000 0.425000 -nan
0.575000 0.475000 -nan
0.575000 0.525000 -nan
0.575000 0.575000 -nan
0.575000 0.625000 -nan
0.575000 0.675000 -nan
0.575000 0.725000 -nan
0.575000 0.775000 -nan
0.575000 0.825000 -nan
0.575000 0.875000 -nan
0.575000 0.925000 -nan
0.575000 0.975000 -nan
0.625000 0.025000 -nan
0.625000 0.075000 -nan
0.625000 0.125000 -nan
0.625000 0.175000 -nan
0.625000 0.225000 -nan
0.625000 0.275000 -nan
0.625000 0.325000 -nan
0.625000 0.375000 -nan
0.625000 0.425000 -nan
0.625000 0.475000 -nan
0.625000 0.525000 -nan
0.625000 0.575000 -nan
0.625000 0.625000 -nan
0.625000 0.675000 -nan
0.625000 0.725000 -nan
0.625000 0.775000 -nan
0.625000 0.825000 -nan
0.625000 0.875000 -nan
0.625000 0.925000 -nan
0.625000 0.975000 -nan
0.675000 0.025000 -nan
0.675000 0.075000 -nan
0.675000 0.125000 -nan
0.675000 0.175000 -nan
0.675000 0.225000 -nan
0.675000 0.275000 -nan
0.675000 0.325000 -nan
0.675000 0.375000 -nan
0.675000 0.425000 -nan
0.675000 0.475000 -nan
0.675000 0.525000 -nan
0.675000 0.575000 -nan
0.675000 0.625000 -nan
0.675000 0.675000 -nan
0.675000 0.725000 -nan
0.675000 0.775000 -nan
0.675000 0.825000 -nan
0.675000 0.875000 -nan
0.675000 0.925000 -nan
0.675000 0.975000 -nan
0.725000 0.025000 -nan
0.725000 0.075000 -nan
0.725000 0.125000 -nan
0.725000 0.175000 -nan
0.725000 0.225000 -nan
0.725000 0.275000 -nan
0.725000 0.325000 -nan
0.725000 0.375000 -nan
0.725000 0.425000 -nan
0.725000 0.475000 -nan
0.725000 0.525000 -nan
0.725000 0.575000 -nan
0.725000 0.625000 -nan
0.725000 0.675000 -nan
0.725000 0.725000 -nan
0.725000 0.775000 -nan
0.725000 0.825000 -nan
0.725000 0.875000 -nan
0.725000 0.925000 -nan
0.725000 0.975000 -nan
0.775000 0.025000 -nan
0.775000 0.075000 -nan
0.775000 0.125000 -nan
0.775000 0.175000 -nan
0.775000 0.225000 -nan
0.775000 0.275000 -nan
0.775000 0.325000 -nan
0.775000 0.375000 -nan
0.775000 0.425000 -nan
0.775000 0.475000 -nan
0.775000 0.525000 -nan
0.775000 0.575000 -nan
0.775000 0.625000 -nan
0.775000 0.675000 -nan
0.775000 0.725000 -nan
0.775000 0.775000 -nan
0.775000 0.825000 -nan
0.775000 0.875000 -nan
0.775000 0.925000 -nan
0.775000 0.975000 -nan
0.825000 0.025000 -nan
0.825000 0.075000 -nan
0.825000 0.125000 -nan
0.825000 0.175000 -nan
0.825000 0.225000 -nan
0.825000 0.275000 -nan
0.825000 0.325000 -nan
0.825000 0.375000 -nan
0.825000 0.425000 -nan
0.825000 0.475000 -nan
0.825000 0.525000 -nan
0.825000 0.575000 -nan
0.825000 0.625000 -nan
0.825000 0.675000 -nan
0.825000 0.725000 -nan
0.825000 0.775000 -nan
0.825000 0.825000 -nan
0.825000 0.875000 -nan
0.825000 0.925000 -nan
0.825000 0.975000 -nan
0.875000 0.025000 -nan
0.875000 0.075000 -nan
0.875000 0.125000 -nan
0.875000 0.175000 -nan
0.875000 0.225000 -nan
0.875000 0.275000 -nan
0.875000 0.325000 -nan
0.875000 0.375000 -nan
0.875000 0.425000 -nan
0.875000 0.475000 -nan
0.875000 0.525000 -nan
0.875000 0.575000 -nan
0.875000 0.625000 -nan
0.875000 0.675000 -nan
0.875000 0.725000 -nan
0.875000 0.775000 -nan
0.875000 0.825000 -nan
0.875000 0.875000 -nan
0.875000 0.925000 -nan
0.875000 0.975000 -nan
0.925000 0.025000 -nan
0.925000 0.075000 -nan
0.925000 0.125000 -nan
0.925000 0.175000 -nan
0.925000 0.225000 -nan
0.925000 0.275000 -nan
0.925000 0.325000 -nan
0.925000 0.375000 -nan
0.925000 0.425000 -nan
0.925000 0.475000 -nan
0.925000 0.525000 -nan
0.925000 0.575000 -nan
0.925000 0.625000 -nan
0.925000 0.675000 -nan
0.925000 0.725000 -nan
0.925000 0.775000 -nan
0.925000 0.825000 -nan
0.925000 0.875000 -nan
0.925000 0.925000 -nan
0.925000 0.975000 -nan
0.975000 0.025000 -nan
0.975000 0.075000 -nan
0.975000 0.125000 -nan
0.975000 0.175000 -nan
0.975000 0.225000 -nan
0.975000 0.275000 -nan
0.975000 0.325000 -nan
0.975000 0.375000 -nan
0.975000 0.425000 -nan
0.975000 0.475000 -nan
0.975000 0.525000 -nan
0.975000 0.575000 -nan
0.975000 0.625000 -nan
0.975000 0.675000 -nan
0.975000 0.725000 -nan
0.975000 0.775000 -nan
0.975000 0.825000 -nan
0.975000 0.875000 -nan
0.975000 0.925000 -nan
0.975000 0.975000 -nan
